FlowID,FlowDuration/s,SrcAddr,SrcPort,DstAddr,DstPort,Protocol,TxPackets,RxPackets,LostPackets,TxBytes,RxBytes,TxPacketRate/s,RxPacketRate/s,TxByteRate/s,RxByteRate/s,MeanDelay/s,MeanJitter/s,Throughput/Kbps,MeanPacketSize,PacketDropRate,AverageHopCount,label
4837,432.603,192.168.0.166,9,192.168.0.11,9,UDP,619,593,25,47044,45068,1.43087,1.37077,108.746,104.179,0.00398028,0.00158284,0.833428,76,0.0403877,0.0134907,Sybil Attack
4838,432.603,192.168.0.167,9,192.168.0.11,9,UDP,619,593,25,47044,45068,1.43087,1.37077,108.746,104.179,0.00401343,0.00158323,0.833428,76,0.0403877,0.0134907,Sybil Attack
4839,432.604,192.168.0.168,9,192.168.0.11,9,UDP,619,593,25,47044,45068,1.43087,1.37077,108.746,104.179,0.00404658,0.00158361,0.833428,76,0.0403877,0.0134907,Sybil Attack
4840,432.604,192.168.0.169,9,192.168.0.11,9,UDP,619,593,26,47044,45068,1.43087,1.37077,108.746,104.179,0.00408255,0.00158396,0.833428,76,0.0420032,0.0134907,Sybil Attack
4841,429.121,192.168.0.150,9,192.168.0.69,9,UDP,615,590,24,46740,44840,1.43316,1.3749,108.92,104.493,0.0218442,0.00433023,0.835942,76,0.0390244,0.0101695,Sybil Attack
4842,429.121,192.168.0.151,9,192.168.0.69,9,UDP,615,590,24,46740,44840,1.43316,1.3749,108.92,104.493,0.0218772,0.0043299,0.835942,76,0.0390244,0.0101695,Sybil Attack
4843,429.121,192.168.0.152,9,192.168.0.69,9,UDP,615,590,24,46740,44840,1.43316,1.3749,108.92,104.493,0.0219102,0.00432957,0.835942,76,0.0390244,0.0101695,Sybil Attack
4844,429.121,192.168.0.153,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0219487,0.00433208,0.834525,76,0.0406504,0.0101868,Sybil Attack
4845,429.121,192.168.0.154,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0219817,0.00433175,0.834525,76,0.0406504,0.0101868,Sybil Attack
4846,429.121,192.168.0.155,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0220146,0.00433141,0.834525,76,0.0406504,0.0101868,Sybil Attack
4847,429.121,192.168.0.156,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0220476,0.00433108,0.834525,76,0.0406504,0.0101868,Sybil Attack
4848,429.121,192.168.0.157,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0220806,0.00433074,0.834525,76,0.0406504,0.0101868,Sybil Attack
4849,429.121,192.168.0.158,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0221136,0.00433041,0.834525,76,0.0406504,0.0101868,Sybil Attack
4850,429.121,192.168.0.159,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0221466,0.00433008,0.834525,76,0.0406504,0.0101868,Sybil Attack
4851,429.121,192.168.0.160,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0221796,0.00432974,0.834525,76,0.0406504,0.0101868,Sybil Attack
4852,429.121,192.168.0.161,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0222126,0.00432941,0.834525,76,0.0406504,0.0101868,Sybil Attack
4853,429.121,192.168.0.162,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0222456,0.00432907,0.834525,76,0.0406504,0.0101868,Sybil Attack
4854,429.121,192.168.0.163,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0222785,0.00432874,0.834524,76,0.0406504,0.0101868,Sybil Attack
4855,429.121,192.168.0.164,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0223115,0.0043284,0.834524,76,0.0406504,0.0101868,Sybil Attack
4856,429.121,192.168.0.165,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0223445,0.00432807,0.834524,76,0.0406504,0.0101868,Sybil Attack
4857,429.121,192.168.0.166,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0223775,0.00432774,0.834524,76,0.0406504,0.0101868,Sybil Attack
4858,429.121,192.168.0.167,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0224105,0.0043274,0.834524,76,0.0406504,0.0101868,Sybil Attack
4859,429.121,192.168.0.168,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0224435,0.00432707,0.834524,76,0.0406504,0.0101868,Sybil Attack
4860,429.121,192.168.0.169,9,192.168.0.69,9,UDP,615,589,25,46740,44764,1.43316,1.37257,108.92,104.316,0.0224793,0.00432671,0.834524,76,0.0406504,0.0101868,Sybil Attack
4861,426.301,192.168.0.150,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39104,108.749,105.719,0.0015744,0.00126642,0.84575,76,0.0278689,0.0202361,Sybil Attack
4862,426.305,192.168.0.150,9,192.168.0.14,9,UDP,610,588,22,46360,44688,1.4309,1.3793,108.749,104.826,0.00524256,0.00180988,0.838611,76,0.0360656,0.0323129,Sybil Attack
4863,426.318,192.168.0.150,9,192.168.0.62,9,UDP,610,568,44,46360,43168,1.43086,1.33234,108.745,101.258,0.0201178,0.00434059,0.810061,76,0.0721311,0.028169,Sybil Attack
4864,426.301,192.168.0.151,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39104,108.749,105.719,0.00160914,0.00126954,0.84575,76,0.0278689,0.0202361,Sybil Attack
4865,426.305,192.168.0.151,9,192.168.0.14,9,UDP,610,588,22,46360,44688,1.4309,1.3793,108.749,104.826,0.00528174,0.00181333,0.838611,76,0.0360656,0.0323129,Sybil Attack
4866,426.318,192.168.0.151,9,192.168.0.62,9,UDP,610,568,44,46360,43168,1.43086,1.33234,108.745,101.258,0.0201507,0.00434059,0.810061,76,0.0721311,0.028169,Sybil Attack
4867,426.301,192.168.0.152,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39104,108.749,105.719,0.00164628,0.00127776,0.84575,76,0.0278689,0.0202361,Sybil Attack
4868,426.305,192.168.0.152,9,192.168.0.14,9,UDP,610,588,22,46360,44688,1.4309,1.37929,108.748,104.826,0.00531868,0.00181492,0.838611,76,0.0360656,0.0323129,Sybil Attack
4869,426.318,192.168.0.152,9,192.168.0.62,9,UDP,610,568,44,46360,43168,1.43086,1.33234,108.745,101.258,0.0201836,0.00434059,0.810061,76,0.0721311,0.028169,Sybil Attack
4870,426.301,192.168.0.153,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39104,108.749,105.719,0.00168002,0.00127916,0.84575,76,0.0278689,0.0202361,Sybil Attack
4871,426.305,192.168.0.153,9,192.168.0.14,9,UDP,610,587,23,46360,44612,1.4309,1.37695,108.748,104.648,0.00531089,0.00178402,0.837185,76,0.0377049,0.032368,Sybil Attack
4872,426.318,192.168.0.153,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43086,1.32765,108.745,100.901,0.0201951,0.00431758,0.807209,76,0.0754098,0.0265018,Sybil Attack
4873,426.301,192.168.0.154,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39104,108.749,105.719,0.00171826,0.00128175,0.84575,76,0.0278689,0.0202361,Sybil Attack
4874,426.305,192.168.0.154,9,192.168.0.14,9,UDP,610,587,23,46360,44612,1.4309,1.37695,108.748,104.648,0.00534383,0.00178368,0.837185,76,0.0377049,0.032368,Sybil Attack
4875,426.318,192.168.0.154,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43086,1.32765,108.745,100.901,0.020228,0.00431758,0.807209,76,0.0754098,0.0265018,Sybil Attack
4876,426.301,192.168.0.155,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39104,108.749,105.719,0.00175474,0.001284,0.845749,76,0.0278689,0.0202361,Sybil Attack
4877,426.305,192.168.0.155,9,192.168.0.14,9,UDP,610,587,23,46360,44612,1.4309,1.37695,108.748,104.648,0.00537665,0.00178328,0.837185,76,0.0377049,0.032368,Sybil Attack
4878,426.318,192.168.0.155,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43086,1.32765,108.745,100.901,0.0202609,0.00431758,0.807209,76,0.0754098,0.0265018,Sybil Attack
4879,426.301,192.168.0.156,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39104,108.749,105.719,0.00178889,0.00128633,0.845749,76,0.0278689,0.0202361,Sybil Attack
4880,426.305,192.168.0.156,9,192.168.0.14,9,UDP,610,587,23,46360,44612,1.4309,1.37695,108.748,104.648,0.00540947,0.00178303,0.837185,76,0.0377049,0.032368,Sybil Attack
4881,426.319,192.168.0.156,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43086,1.32765,108.745,100.901,0.0202938,0.00431758,0.807209,76,0.0754098,0.0265018,Sybil Attack
4882,426.301,192.168.0.157,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39104,108.749,105.719,0.00182532,0.00128613,0.845749,76,0.0278689,0.0202361,Sybil Attack
4883,426.305,192.168.0.157,9,192.168.0.14,9,UDP,610,587,23,46360,44612,1.4309,1.37695,108.748,104.648,0.00544234,0.00178281,0.837185,76,0.0377049,0.032368,Sybil Attack
4884,426.319,192.168.0.157,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43085,1.32765,108.745,100.901,0.0203266,0.00431758,0.807209,76,0.0754098,0.0265018,Sybil Attack
4885,426.301,192.168.0.158,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39103,108.749,105.719,0.00185814,0.00128591,0.845749,76,0.0278689,0.0202361,Sybil Attack
4886,426.305,192.168.0.158,9,192.168.0.14,9,UDP,610,587,23,46360,44612,1.4309,1.37695,108.748,104.648,0.00547751,0.00178259,0.837185,76,0.0377049,0.032368,Sybil Attack
4887,426.319,192.168.0.158,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43085,1.32765,108.745,100.901,0.0203595,0.00431758,0.807209,76,0.0754098,0.0265018,Sybil Attack
4888,426.301,192.168.0.159,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39103,108.749,105.719,0.00189091,0.00128557,0.845749,76,0.0278689,0.0202361,Sybil Attack
4889,426.305,192.168.0.159,9,192.168.0.14,9,UDP,610,587,23,46360,44612,1.4309,1.37695,108.748,104.648,0.00551143,0.00178116,0.837185,76,0.0377049,0.032368,Sybil Attack
4890,426.319,192.168.0.159,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43085,1.32765,108.745,100.901,0.0203924,0.00431758,0.807208,76,0.0754098,0.0265018,Sybil Attack
4891,426.301,192.168.0.160,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39103,108.749,105.719,0.00192554,0.00128719,0.845749,76,0.0278689,0.0202361,Sybil Attack
4892,426.305,192.168.0.160,9,192.168.0.14,9,UDP,610,587,24,46360,44612,1.4309,1.37695,108.748,104.648,0.0055443,0.00178094,0.837185,76,0.0393443,0.032368,Sybil Attack
4893,426.319,192.168.0.160,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43085,1.32765,108.745,100.901,0.0204253,0.00431758,0.807208,76,0.0754098,0.0265018,Sybil Attack
4894,426.301,192.168.0.161,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39103,108.749,105.719,0.00195907,0.00128686,0.845749,76,0.0278689,0.0202361,Sybil Attack
4895,426.305,192.168.0.161,9,192.168.0.14,9,UDP,610,587,24,46360,44612,1.4309,1.37695,108.748,104.648,0.00557891,0.00177948,0.837185,76,0.0393443,0.032368,Sybil Attack
4896,426.319,192.168.0.161,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43085,1.32765,108.745,100.901,0.0204581,0.00431758,0.807208,76,0.0754098,0.0265018,Sybil Attack
4897,426.301,192.168.0.162,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39103,108.749,105.719,0.00199449,0.00128682,0.845749,76,0.0278689,0.0202361,Sybil Attack
4898,426.305,192.168.0.162,9,192.168.0.14,9,UDP,610,587,24,46360,44612,1.4309,1.37695,108.748,104.648,0.00561238,0.00178079,0.837184,76,0.0393443,0.032368,Sybil Attack
4899,426.319,192.168.0.162,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43085,1.32765,108.745,100.901,0.020491,0.00431758,0.807208,76,0.0754098,0.0265018,Sybil Attack
4900,426.301,192.168.0.163,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39103,108.749,105.719,0.00202781,0.00128801,0.845749,76,0.0278689,0.0202361,Sybil Attack
4901,426.305,192.168.0.163,9,192.168.0.14,9,UDP,610,587,24,46360,44612,1.4309,1.37695,108.748,104.648,0.00564582,0.001782,0.837184,76,0.0393443,0.032368,Sybil Attack
4902,426.319,192.168.0.163,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43085,1.32765,108.745,100.901,0.0205239,0.00431758,0.807208,76,0.0754098,0.0265018,Sybil Attack
4903,426.301,192.168.0.164,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39103,108.749,105.719,0.00206528,0.00129288,0.845749,76,0.0278689,0.0202361,Sybil Attack
4904,426.305,192.168.0.164,9,192.168.0.14,9,UDP,610,587,24,46360,44612,1.4309,1.37695,108.748,104.648,0.0056793,0.00178061,0.837184,76,0.0393443,0.032368,Sybil Attack
4905,426.319,192.168.0.164,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43085,1.32764,108.745,100.901,0.0205568,0.00431758,0.807208,76,0.0754098,0.0265018,Sybil Attack
4906,426.302,192.168.0.165,9,192.168.0.4,9,UDP,610,593,16,46360,45068,1.43091,1.39103,108.749,105.719,0.00209979,0.00129355,0.845749,76,0.0262295,0.0202361,Sybil Attack
4907,426.305,192.168.0.165,9,192.168.0.14,9,UDP,610,587,24,46360,44612,1.4309,1.37695,108.748,104.648,0.00572516,0.00180691,0.837184,76,0.0393443,0.032368,Sybil Attack
4908,426.319,192.168.0.165,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43085,1.32764,108.745,100.901,0.0205897,0.00431758,0.807208,76,0.0754098,0.0265018,Sybil Attack
4909,426.302,192.168.0.166,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39103,108.749,105.719,0.00213456,0.00129409,0.845749,76,0.0278689,0.0202361,Sybil Attack
4910,426.305,192.168.0.166,9,192.168.0.14,9,UDP,610,587,24,46360,44612,1.4309,1.37695,108.748,104.648,0.00575891,0.00180648,0.837184,76,0.0393443,0.032368,Sybil Attack
4911,426.319,192.168.0.166,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43085,1.32764,108.745,100.901,0.0206225,0.00431758,0.807208,76,0.0754098,0.0265018,Sybil Attack
4912,426.302,192.168.0.167,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39103,108.749,105.719,0.0021695,0.00129347,0.845749,76,0.0278689,0.0202361,Sybil Attack
4913,426.305,192.168.0.167,9,192.168.0.14,9,UDP,610,587,24,46360,44612,1.4309,1.37695,108.748,104.648,0.00579128,0.00180581,0.837184,76,0.0393443,0.032368,Sybil Attack
4914,426.319,192.168.0.167,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43085,1.32764,108.745,100.901,0.0206554,0.00431758,0.807208,76,0.0754098,0.0265018,Sybil Attack
4915,426.302,192.168.0.168,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39103,108.749,105.719,0.00220297,0.0012938,0.845749,76,0.0278689,0.0202361,Sybil Attack
4916,426.305,192.168.0.168,9,192.168.0.14,9,UDP,610,587,24,46360,44612,1.4309,1.37695,108.748,104.648,0.00582424,0.00180442,0.837184,76,0.0393443,0.032368,Sybil Attack
4917,426.319,192.168.0.168,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43085,1.32764,108.745,100.901,0.0206883,0.00431758,0.807208,76,0.0754098,0.0265018,Sybil Attack
4918,426.302,192.168.0.169,9,192.168.0.4,9,UDP,610,593,17,46360,45068,1.43091,1.39103,108.749,105.719,0.00224018,0.00129037,0.845749,76,0.0278689,0.0202361,Sybil Attack
4919,426.305,192.168.0.169,9,192.168.0.14,9,UDP,610,587,24,46360,44612,1.4309,1.37695,108.748,104.648,0.00585969,0.00180395,0.837184,76,0.0393443,0.032368,Sybil Attack
4920,426.319,192.168.0.169,9,192.168.0.62,9,UDP,610,566,46,46360,43016,1.43085,1.32764,108.745,100.901,0.020724,0.00431759,0.807208,76,0.0754098,0.0265018,Sybil Attack
4921,420.01,192.168.0.150,9,192.168.0.31,9,UDP,608,512,96,46208,38912,1.44758,1.21902,110.016,92.6454,0.0307253,0.0295272,0.741163,76,0.157895,0.0273438,Sybil Attack
4922,420.01,192.168.0.151,9,192.168.0.31,9,UDP,608,512,96,46208,38912,1.44758,1.21902,110.016,92.6454,0.0307593,0.0295272,0.741163,76,0.157895,0.0273438,Sybil Attack
4923,420.01,192.168.0.152,9,192.168.0.31,9,UDP,608,512,96,46208,38912,1.44758,1.21902,110.016,92.6454,0.0307932,0.0295271,0.741163,76,0.157895,0.0273438,Sybil Attack
4924,420.01,192.168.0.153,9,192.168.0.31,9,UDP,608,511,97,46208,38836,1.44758,1.21664,110.016,92.4644,0.030821,0.0295725,0.739715,76,0.159539,0.0273973,Sybil Attack
4925,420.01,192.168.0.154,9,192.168.0.31,9,UDP,608,511,97,46208,38836,1.44758,1.21664,110.016,92.4644,0.0308549,0.0295724,0.739715,76,0.159539,0.0273973,Sybil Attack
4926,420.01,192.168.0.155,9,192.168.0.31,9,UDP,608,512,96,46208,38912,1.44758,1.21902,110.016,92.6453,0.0323746,0.031431,0.741163,76,0.157895,0.0292969,Sybil Attack
4927,420.01,192.168.0.156,9,192.168.0.31,9,UDP,608,512,96,46208,38912,1.44758,1.21902,110.016,92.6453,0.0324085,0.0314309,0.741163,76,0.157895,0.0292969,Sybil Attack
4928,420.01,192.168.0.157,9,192.168.0.31,9,UDP,608,512,96,46208,38912,1.44758,1.21902,110.016,92.6453,0.0324425,0.0314311,0.741163,76,0.157895,0.0292969,Sybil Attack
4929,420.01,192.168.0.158,9,192.168.0.31,9,UDP,608,512,96,46208,38912,1.44758,1.21902,110.016,92.6453,0.0324764,0.0314311,0.741163,76,0.157895,0.0292969,Sybil Attack
4930,420.01,192.168.0.159,9,192.168.0.31,9,UDP,608,511,96,46208,38836,1.44758,1.21664,110.016,92.4644,0.0322311,0.0311987,0.739715,76,0.157895,0.0293542,Sybil Attack
4931,420.011,192.168.0.160,9,192.168.0.31,9,UDP,608,512,95,46208,38912,1.44758,1.21902,110.016,92.6453,0.033623,0.0337926,0.741162,76,0.15625,0.0292969,Sybil Attack
4932,420.011,192.168.0.161,9,192.168.0.31,9,UDP,608,512,95,46208,38912,1.44758,1.21902,110.016,92.6453,0.0346292,0.0345998,0.741162,76,0.15625,0.0292969,Sybil Attack
4933,420.011,192.168.0.162,9,192.168.0.31,9,UDP,608,512,95,46208,38912,1.44758,1.21902,110.016,92.6453,0.0346631,0.0345997,0.741162,76,0.15625,0.0292969,Sybil Attack
4934,420.011,192.168.0.163,9,192.168.0.31,9,UDP,608,513,94,46208,38988,1.44758,1.2214,110.016,92.8262,0.0376775,0.0376166,0.74261,76,0.154605,0.0292398,Sybil Attack
4935,420.011,192.168.0.164,9,192.168.0.31,9,UDP,608,514,93,46208,39064,1.44758,1.22378,110.016,93.0072,0.0403851,0.0414508,0.744057,76,0.152961,0.0291829,Sybil Attack
4936,420.011,192.168.0.165,9,192.168.0.31,9,UDP,608,514,93,46208,39064,1.44758,1.22378,110.016,93.0072,0.0419521,0.0409467,0.744057,76,0.152961,0.0291829,Sybil Attack
4937,420.011,192.168.0.166,9,192.168.0.31,9,UDP,608,515,92,46208,39140,1.44758,1.22616,110.016,93.1881,0.0453609,0.0456646,0.745505,76,0.151316,0.0291262,Sybil Attack
4938,420.011,192.168.0.167,9,192.168.0.31,9,UDP,608,515,92,46208,39140,1.44758,1.22616,110.016,93.1881,0.0471033,0.0501185,0.745505,76,0.151316,0.0271845,Sybil Attack
4939,420.011,192.168.0.168,9,192.168.0.31,9,UDP,608,517,90,46208,39292,1.44758,1.23092,110.016,93.55,0.05077,0.0549959,0.7484,76,0.148026,0.0270793,Sybil Attack
4940,420.011,192.168.0.169,9,192.168.0.31,9,UDP,608,517,90,46208,39292,1.44758,1.23092,110.016,93.55,0.0465606,0.0442627,0.7484,76,0.148026,0.0290135,Sybil Attack
4941,423.523,192.168.0.150,9,192.168.0.64,9,UDP,606,536,70,46056,40736,1.43085,1.26557,108.745,96.1837,0.042555,0.0293408,0.769469,76,0.115512,0.0242537,Sybil Attack
4942,423.523,192.168.0.151,9,192.168.0.64,9,UDP,606,536,70,46056,40736,1.43085,1.26557,108.745,96.1836,0.0425889,0.0293405,0.769469,76,0.115512,0.0242537,Sybil Attack
4943,423.523,192.168.0.152,9,192.168.0.64,9,UDP,606,536,70,46056,40736,1.43085,1.26557,108.745,96.1836,0.0426228,0.0293402,0.769469,76,0.115512,0.0242537,Sybil Attack
4944,423.523,192.168.0.153,9,192.168.0.64,9,UDP,606,535,71,46056,40660,1.43085,1.26321,108.745,96.0042,0.0426259,0.0293267,0.768033,76,0.117162,0.0242991,Sybil Attack
4945,423.523,192.168.0.154,9,192.168.0.64,9,UDP,606,535,71,46056,40660,1.43085,1.26321,108.745,96.0042,0.0426598,0.0293263,0.768033,76,0.117162,0.0242991,Sybil Attack
4946,423.523,192.168.0.155,9,192.168.0.64,9,UDP,606,536,70,46056,40736,1.43085,1.26557,108.745,96.1836,0.0439358,0.0318071,0.769469,76,0.115512,0.0242537,Sybil Attack
4947,423.523,192.168.0.156,9,192.168.0.64,9,UDP,606,535,71,46056,40660,1.43085,1.26321,108.745,96.0042,0.0440363,0.0311425,0.768033,76,0.117162,0.0242991,Sybil Attack
4948,423.523,192.168.0.157,9,192.168.0.64,9,UDP,606,535,71,46056,40660,1.43085,1.26321,108.745,96.0042,0.0440705,0.0311427,0.768033,76,0.117162,0.0242991,Sybil Attack
4949,423.523,192.168.0.158,9,192.168.0.64,9,UDP,606,534,72,46056,40584,1.43085,1.26085,108.745,95.8247,0.0440827,0.0312011,0.766598,76,0.118812,0.0243446,Sybil Attack
4950,423.523,192.168.0.159,9,192.168.0.64,9,UDP,606,535,71,46056,40660,1.43085,1.26321,108.745,96.0041,0.0451829,0.0311416,0.768033,76,0.117162,0.0242991,Sybil Attack
4951,423.523,192.168.0.160,9,192.168.0.64,9,UDP,606,535,71,46056,40660,1.43085,1.26321,108.745,96.0041,0.0465541,0.0337538,0.768033,76,0.117162,0.0242991,Sybil Attack
4952,423.523,192.168.0.161,9,192.168.0.64,9,UDP,606,536,70,46056,40736,1.43085,1.26557,108.745,96.1836,0.0476708,0.0359282,0.769469,76,0.115512,0.0242537,Sybil Attack
4953,423.524,192.168.0.162,9,192.168.0.64,9,UDP,606,535,71,46056,40660,1.43085,1.26321,108.745,96.0041,0.0485379,0.0364694,0.768033,76,0.117162,0.0242991,Sybil Attack
4954,423.524,192.168.0.163,9,192.168.0.64,9,UDP,606,537,69,46056,40812,1.43085,1.26793,108.745,96.363,0.0510968,0.0402025,0.770904,76,0.113861,0.0242086,Sybil Attack
4955,423.524,192.168.0.164,9,192.168.0.64,9,UDP,606,537,69,46056,40812,1.43085,1.26793,108.745,96.363,0.052057,0.0405895,0.770904,76,0.113861,0.0242086,Sybil Attack
4956,423.524,192.168.0.165,9,192.168.0.64,9,UDP,606,540,66,46056,41040,1.43085,1.27502,108.745,96.9013,0.0577709,0.0455135,0.775211,76,0.108911,0.0240741,Sybil Attack
4957,423.524,192.168.0.166,9,192.168.0.64,9,UDP,606,540,66,46056,41040,1.43085,1.27502,108.745,96.9013,0.0573518,0.0454643,0.775211,76,0.108911,0.0240741,Sybil Attack
4958,423.524,192.168.0.167,9,192.168.0.64,9,UDP,606,537,69,46056,40812,1.43085,1.26793,108.745,96.363,0.0558077,0.0453501,0.770904,76,0.113861,0.0242086,Sybil Attack
4959,423.524,192.168.0.168,9,192.168.0.64,9,UDP,606,541,65,46056,41116,1.43085,1.27738,108.745,97.0808,0.062255,0.0509643,0.776646,76,0.107261,0.0240296,Sybil Attack
4960,423.524,192.168.0.169,9,192.168.0.64,9,UDP,606,541,65,46056,41116,1.43085,1.27738,108.745,97.0807,0.0597158,0.0493932,0.776646,76,0.107261,0.0240296,Sybil Attack
4961,7.72006,192.168.0.150,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55439,1.16579,118.134,88.6003,0.0208966,0.000901207,0.708802,76,0.25,0,Sybil Attack
4962,7.7201,192.168.0.151,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55438,1.16579,118.133,88.5999,0.0209294,0.000901207,0.708799,76,0.25,0,Sybil Attack
4963,7.72013,192.168.0.152,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55438,1.16578,118.133,88.5995,0.0209622,0.000901207,0.708796,76,0.25,0,Sybil Attack
4964,7.72016,192.168.0.153,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55437,1.16578,118.132,88.5992,0.0209951,0.000901207,0.708793,76,0.25,0,Sybil Attack
4965,7.7202,192.168.0.154,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55436,1.16577,118.132,88.5988,0.0210279,0.000901207,0.70879,76,0.25,0,Sybil Attack
4966,7.72023,192.168.0.155,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55436,1.16577,118.131,88.5984,0.0210607,0.000901207,0.708787,76,0.25,0,Sybil Attack
4967,7.72026,192.168.0.156,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55435,1.16576,118.131,88.598,0.0210935,0.000901207,0.708784,76,0.25,0,Sybil Attack
4968,7.72029,192.168.0.157,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55434,1.16576,118.13,88.5977,0.0211263,0.000901207,0.708781,76,0.25,0,Sybil Attack
4969,7.72033,192.168.0.158,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55434,1.16575,118.13,88.5973,0.0211592,0.000901207,0.708778,76,0.25,0,Sybil Attack
4970,7.72036,192.168.0.159,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55433,1.16575,118.129,88.5969,0.021192,0.000901207,0.708775,76,0.25,0,Sybil Attack
4971,7.72039,192.168.0.160,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55433,1.16574,118.129,88.5965,0.0212248,0.000901207,0.708772,76,0.25,0,Sybil Attack
4972,7.72043,192.168.0.161,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55432,1.16574,118.128,88.5961,0.0212576,0.000901207,0.708769,76,0.25,0,Sybil Attack
4973,7.72046,192.168.0.162,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55431,1.16573,118.128,88.5958,0.0212904,0.000901207,0.708766,76,0.25,0,Sybil Attack
4974,7.72049,192.168.0.163,9,192.168.0.70,9,UDP,12,9,3,912,684,1.55431,1.16573,118.127,88.5954,0.0213233,0.000901207,0.708763,76,0.25,0,Sybil Attack
4975,7.72052,192.168.0.164,9,192.168.0.70,9,UDP,12,9,3,912,684,1.5543,1.16572,118.127,88.595,0.0213561,0.000901207,0.70876,76,0.25,0,Sybil Attack
